device,latency,packet_loss,bgp_flaps,throughput_gbps,label
NYC-Peering-01,19.485569314470688,0.033099127827634585,0,49.62194681065547,normal
Bangalore-Core-02,22.82584308931071,0.14123496673271094,0,45.8548561503248,normal
Bangalore-Core-02,24.657424008415035,0.20476418143916997,0,49.0813377989414,normal
Bangalore-Core-02,22.99187271381559,0.27969938624130114,0,42.88447671201841,normal
Mumbai-Core-01,21.390671352930408,0.2703323598725668,0,51.421936892901826,normal
Delhi-Edge-05,22.478965795363866,0.29323689676763764,0,48.61273617708572,normal
Mumbai-Core-01,14.097943767332977,0.2890608730927744,0,43.76403112350409,normal
Frankfurt-Core-02,13.19556289842497,0.15912465925913674,0,35.04323100456943,normal
NYC-Peering-01,19.824678244613487,0.03976260404327759,0,42.78591038744504,normal
Bangalore-Core-02,20.97330236232903,0.2531282893214098,0,49.5856636413956,normal
Bangalore-Core-02,18.09228292367849,0.10515513680205822,0,42.88343350447319,normal
Delhi-Edge-05,15.377450124427902,0.2496670223216202,0,38.30125503968406,normal
Bangalore-Core-02,17.485944220231527,0.031093660081054374,0,48.35043280977865,normal
London-Core-01,27.480423684081615,0.24056092193326084,0,41.084815655002416,normal
NYC-Peering-01,21.738153917611235,0.025255103468900864,0,44.31588491794046,normal
Delhi-Edge-05,26.484647365974226,0.015089468525157135,0,39.40588480157373,normal
Delhi-Edge-05,21.577905089164627,0.010843417333181404,0,43.5288497834852,normal
Frankfurt-Core-02,23.188449617718273,0.23644563762954068,0,39.32422159861254,normal
Chennai-Link-03,18.706379136985415,0.05555902922657456,0,40.852445940396954,normal
Delhi-Edge-05,23.957421098994715,0.061008366385177856,0,48.45487672011258,normal
Delhi-Edge-05,22.91695896827205,0.09089016228045145,0,45.120497684639325,normal
Delhi-Edge-05,14.746475634992494,0.19608809646788236,0,43.17446281720793,normal
Delhi-Edge-05,19.293113192313385,0.2765137518478048,0,48.11310970908294,normal
London-Core-01,20.22797752278431,0.040345148560624884,0,41.03131508288587,normal
London-Core-01,14.198532642534857,0.10389636258462898,0,44.92922714614667,normal
London-Core-01,14.863891410019194,0.08999143945758067,0,49.295640378170305,normal
London-Core-01,20.915676400578974,0.26127449309721723,0,40.527003508167375,normal
Delhi-Edge-05,24.0432142976274,0.18909915978754419,0,44.551514431066366,normal
Frankfurt-Core-02,21.522161525262984,0.2628847195043188,0,45.03034331383205,normal
Delhi-Edge-05,17.1664437058523,0.21334886055730154,0,46.58654578266698,normal
Mumbai-Core-01,21.12623523746096,0.13167105040740154,0,45.8706675205507,normal
Mumbai-Core-01,15.433558389903634,0.060842261657999774,0,42.956779370395736,normal
Bangalore-Core-02,15.000738102114138,0.20712461614568742,0,43.624234097050994,normal
Mumbai-Core-01,20.495698729807106,0.21700482063513324,0,41.24028753973562,normal
Bangalore-Core-02,21.72637730570961,0.24657942662185597,0,40.61168901722482,normal
Delhi-Edge-05,24.301616904467707,0.08499867982713467,0,48.427719889395995,normal
Frankfurt-Core-02,16.03440903709669,0.015369197322383598,0,47.26785869117787,normal
Delhi-Edge-05,23.270016378860074,0.11017857782960451,0,45.28653819481163,normal
Mumbai-Core-01,23.489310730355303,0.19994264906277023,0,45.278823769109025,normal
Bangalore-Core-02,18.92284286101307,0.2796047606524862,0,48.36176562059712,normal
Chennai-Link-03,20.34241743492181,0.15288490424943008,0,40.80820204466224,normal
NYC-Peering-01,17.335056807526296,0.15721152210262243,0,42.33430331371228,normal
London-Core-01,11.358102032284728,0.24869458256165622,0,45.73455509615914,normal
Mumbai-Core-01,21.012194406064406,0.11279625453524285,0,47.709796981819736,normal
Chennai-Link-03,23.405478721646908,0.2123543568765831,0,49.91894054096253,normal
Chennai-Link-03,18.893693325526062,0.19704667000829726,0,43.168173201929,normal
Frankfurt-Core-02,22.66409035873423,0.06258868658726896,0,42.63500821034896,normal
NYC-Peering-01,17.913805872471467,0.09393041000315604,0,42.074311504267406,normal
Mumbai-Core-01,26.30997939881711,0.21346181728273067,0,50.571414594815366,normal
London-Core-01,17.03738405238619,0.12304782533547924,0,40.468320657344385,normal
NYC-Peering-01,14.644024243195386,0.009252053155028738,0,46.255077820348674,normal
Mumbai-Core-01,21.630545368174893,0.06760129550528472,0,48.14462143743876,normal
London-Core-01,21.031131325075002,0.26558787193545974,0,46.46516132527645,normal
Delhi-Edge-05,23.1015185126492,0.058338029958822174,0,43.82437085015216,normal
Frankfurt-Core-02,13.433280118891313,0.04819459344455058,0,47.48571368996198,normal
Mumbai-Core-01,19.965279494285472,0.009089115435124183,0,46.14394556062532,normal
Delhi-Edge-05,25.21918990772862,0.07782513235717357,0,42.57089170602104,normal
NYC-Peering-01,17.133766226104168,0.08704067049545053,0,43.17914865899393,normal
Frankfurt-Core-02,18.967321815845843,0.0475239569439039,0,42.472189547667625,normal
Delhi-Edge-05,24.778093883970815,0.0002301683670054122,0,47.77147454572431,normal
NYC-Peering-01,17.371040167463647,0.20090697434455504,0,44.87628858096498,normal
Bangalore-Core-02,15.744613956910333,0.025439765403794865,0,49.187131151239505,normal
London-Core-01,18.491260871733473,0.13954215780683868,0,46.50548032812859,normal
Delhi-Edge-05,26.71553156278364,0.24173643816240892,0,41.024223634181936,normal
Mumbai-Core-01,22.46036974220135,0.12790034167777428,0,43.412028582702995,normal
Frankfurt-Core-02,23.396977904053053,0.18400147643466983,0,42.907503500849124,normal
London-Core-01,20.303187918277647,0.2501498203085235,0,43.137731325123184,normal
Mumbai-Core-01,13.683427574074507,0.08949695910835288,0,41.6732578452346,normal
Bangalore-Core-02,17.419309464038562,0.19925040677804567,0,40.46506408782362,normal
Bangalore-Core-02,20.772863514492947,0.12003528484895402,0,38.79945665465724,normal
Delhi-Edge-05,17.591243117131178,0.26897879789895796,0,44.16845374702617,normal
Delhi-Edge-05,20.004827477817788,0.09973864178673535,0,47.978185204322024,normal
Chennai-Link-03,18.416020681261905,0.11174079906645745,0,46.58609916039278,normal
Delhi-Edge-05,19.82850157193978,0.004853169743340068,0,45.47419514715427,normal
Delhi-Edge-05,17.25196871220584,0.04034629061342265,0,44.48730820984277,normal
Frankfurt-Core-02,18.488938771422728,0.08758237418095498,0,45.060848454198485,normal
